"dateTime","r0_1","Cn2","residual_Kolmo","r0Kalman","L0Kalman","residual_Kalman","r0power","r0expo","residual_power","r0max","r0min","Cn2max","Cn2min","r0noTT.0.","Cn2noTT","r0noTT.1.","residual_KolmonoTT","imamax","npixsat","offsets.0.","offsets.1.","flagdata","sensor","location"
2022-08-18 16:35:00,1.28892,9.8488e-14,0.00046,1.00361,0.37473,0.00037,3.65329,1.36558,0.00037,1.37688,1.29435,8.8227e-14,9.7801e-14,0.99125,0.69303,1.5257e-13,0.00023,65514.932,0,0,0,0,"freflow","1"
2022-08-18 16:40:00,1.21188,1.0914e-13,0.00075,0.95232,0.43911,0.00071,2.36003,1.45247,0.00071,1.11822,1.34056,1.248e-13,9.2246e-14,0.90198,0.64163,1.7855e-13,0.00025,65172.932,0,0,0,0,"freflow","1"
2022-08-18 16:45:00,0.76343,2.3577e-13,0.00251,0.68843,3.9375,0.00248,0.69495,1.67543,0.00249,0.74072,0.87412,2.4794e-13,1.8814e-13,0.77724,0.56793,2.2882e-13,0.00042,59166.22,0,0,0,0,"freflow","1"
2022-08-18 16:50:00,0.77393,2.3046e-13,0.00206,0.72393,3.125,0.00206,0.75393,1.66792,0.00206,0.69928,0.88709,2.7291e-13,1.8358e-13,0.71312,0.52782,2.6413e-13,0.00044,65509.992,0,0,0,0,"freflow","1"
2022-08-18 16:55:00,0.75455,2.4041e-13,0.00605,0.58326,8.60706,0.00573,0.5739,1.68408,0.00573,0.57321,0.91493,3.801e-13,1.7436e-13,0.8644,0.62247,1.9168e-13,0.00046,65528,1,0,0,0,"freflow","1"
2022-08-18 17:00:00,1.02995,1.4313e-13,0.00119,0.95495,3.9375,0.00119,1.03245,1.65167,0.00119,0.95501,1.19492,1.6234e-13,1.1174e-13,0.97229,0.6832,1.5756e-13,3e-04,65528,1,0,0,0,"freflow","1"
2022-08-18 17:05:00,1.09678,1.2889e-13,0.00054,0.94513,0.81757,0.00051,1.87693,1.48629,0.00052,1.10785,1.18255,1.2675e-13,1.1369e-13,1.27825,0.88584,9.9862e-14,0.00028,65528,1,0,0,0,"freflow","1"
2022-08-18 17:10:00,0.87899,1.864e-13,0.00358,0.74055,7.32422,0.00345,0.91587,1.58543,0.00345,0.6925,1.09762,2.7737e-13,1.2873e-13,0.93833,0.66303,1.6718e-13,0.00031,65527.378,0,0,0,0,"freflow","1"
2022-08-18 17:15:00,0.97457,1.5694e-13,0.00092,0.93317,2.63477,0.00091,0.99207,1.66417,0.00091,0.9282,1.09099,1.7023e-13,1.3004e-13,0.81975,0.59067,2.0939e-13,0.00027,65473.998,0,0,0,0,"freflow","1"
2022-08-18 17:20:00,0.92711,1.7056e-13,0.00166,0.85461,4.1875,0.00165,0.94461,1.64167,0.00165,0.83848,1.07959,2.0165e-13,1.3233e-13,0.86824,0.62151,1.9027e-13,0.00032,65526.184,0,0,0,0,"freflow","1"
2022-08-18 17:25:00,1.00894,1.4813e-13,0.00128,0.93832,3.875,0.00127,1.02144,1.64667,0.00127,0.98696,1.12327,1.5367e-13,1.2387e-13,0.96964,0.68251,1.5828e-13,0.00026,65504.82,0,0,0,0,"freflow","1"
2022-08-18 17:30:00,0.94116,1.6634e-13,0.00162,0.85929,4.46094,0.00159,0.9569,1.63597,0.00159,0.86255,1.09549,1.9236e-13,1.2915e-13,1.10231,0.76247,1.2782e-13,0.00026,65521.95,0,0,0,0,"freflow","1"
2022-08-18 17:35:00,1.06293,1.3581e-13,0.00076,0.8343,0.41156,0.00067,2.71806,1.37736,0.00068,1.01701,1.18574,1.4618e-13,1.1318e-13,0.81233,0.58802,2.1259e-13,3e-04,65524.232,0,0,0,0,"freflow","1"
2022-08-18 17:40:00,0.82921,2.0543e-13,0.00159,0.77542,3.25439,0.00159,1.0386,1.56812,0.00158,0.78902,0.97018,2.2316e-13,1.5813e-13,0.74498,0.54798,2.4558e-13,0.00043,65528,1,0,0,0,"freflow","1"
2022-08-18 17:45:00,0.76386,2.3555e-13,0.00509,0.61618,7.7854,0.00484,0.60136,1.68511,0.00483,0.61997,0.96057,3.3354e-13,1.6077e-13,0.99964,0.70054,1.5044e-13,0.00027,65528,1,0,0,0,"freflow","1"
2022-08-18 17:50:00,1.10075,1.2812e-13,0.00084,1.02576,3.9375,0.00083,1.11013,1.65104,0.00083,1.02701,1.19667,1.4382e-13,1.1147e-13,1.11976,0.76858,1.2452e-13,0.00023,65528,1,0,0,0,"freflow","1"
2022-08-18 17:55:00,0.95316,1.6286e-13,0.00084,0.89921,3.66119,0.00084,0.96785,1.65104,0.00084,0.95484,1.05312,1.6238e-13,1.3792e-13,1.11015,0.77225,1.2632e-13,0.00029,65528,1,0,0,0,"freflow","1"
